iter	Passed	Remaining
1659	267360	54760
1660	267590	54613
1661	267850	54472
1662	268079	54325
1663	268340	54184
1664	268557	54034
1665	268795	53888
1666	269053	53746
1667	269267	53595
1668	269475	53442
1669	269610	53276
1670	269766	53113
1671	269912	52949
1672	270177	52808
1673	270451	52668
1674	270616	52507
1675	270756	52341
1676	270924	52181
1677	271189	52039
1678	271413	51890
1679	271557	51725
1680	271728	51565
1681	271884	51402
1682	272082	51247
1683	272307	51098
1684	272534	50948
1685	272762	50799
1686	272983	50648
1687	273149	50487
1688	273305	50324
1689	273473	50163
1690	273618	49998
1691	273770	49835
1692	273957	49677
1693	274224	49535
1694	274459	49386
1695	274724	49243
1696	274987	49099
1697	275200	48946
1698	275454	48800
1699	275602	48635
1700	275773	48475
1701	275958	48317
1702	276164	48162
1703	276337	48002
1704	276499	47840
1705	276689	47682
1706	276864	47522
1707	277058	47366
1708	277235	47206
1709	277410	47046
1710	277613	46890
1711	277828	46737
1712	278030	46581
1713	278237	46426
1714	278418	46267
1715	278622	46112
1716	278831	45957
1717	279049	45804
1718	279256	45649
1719	279451	45492
1720	279717	45346
1721	280002	45203
1722	280182	45043
1723	280372	44885
1724	280557	44726
1725	280783	44573
1726	280967	44414
1727	281183	44260
1728	281372	44101
1729	281548	43941
1730	281837	43797
1731	282100	43650
1732	282296	43492
1733	282519	43339
1734	282712	43180
1735	282889	43020
1736	283025	42853
1737	283182	42689
1738	283334	42524
1739	283526	42366
1740	283715	42206
1741	283915	42049
1742	284149	41896
1743	284399	41746
1744	284608	41590
1745	284789	41429
1746	284972	41269
1747	285194	41114
1748	285388	40956
1749	285585	40797
1750	285757	40636
1751	285959	40478
1752	286157	40320
1753	286344	40160
1754	286540	40001
1755	286694	39836
1756	286849	39672
1757	287099	39521
1758	287404	39377
1759	287580	39215
1760	287792	39058
1761	288003	38901
1762	288230	38746
1763	288491	38596
1764	288749	38445
1765	289015	38295
1766	289193	38133
1767	289393	37974
1768	289597	37816
1769	289775	37654
1770	289967	37494
1771	290161	37334
1772	290340	37172
1773	290521	37011
1774	290706	36850
1775	290897	36689
1776	291070	36527
1777	291255	36365
1778	291464	36207
1779	291668	36048
1780	291883	35891
1781	292092	35733
1782	292280	35571
1783	292470	35411
1784	292680	35252
1785	292881	35093
1786	293072	34932
1787	293343	34781
1788	293596	34627
1789	293775	34465
1790	293990	34307
1791	294166	34144
1792	294349	33982
1793	294539	33821
1794	294750	33662
1795	294921	33498
1796	295136	33340
1797	295412	33188
1798	295653	33033
1799	295868	32874
1800	296072	32714
1801	296258	32552
1802	296462	32392
1803	296671	32232
1804	296848	32069
1805	297021	31905
1806	297249	31748
1807	297529	31596
1808	297734	31435
1809	297941	31275
1810	298150	31115
1811	298359	30955
1812	298574	30796
1813	298765	30634
1814	298938	30470
1815	299056	30300
1816	299266	30140
1817	299457	29978
1818	299639	29815
1819	299775	29648
1820	299905	29479
1821	300046	29313
1822	300200	29147
1823	300333	28979
1824	300462	28811
1825	300634	28647
1826	300780	28481
1827	300942	28316
1828	301115	28152
1829	301334	27992
1830	301558	27833
1831	301728	27669
1832	301870	27502
1833	302072	27341
1834	302241	27177
1835	302436	27015
1836	302628	26852
1837	302794	26688
1838	302927	26520
1839	303059	26352
1840	303252	26190
1841	303488	26032
1842	303677	25869
1843	303828	25703
1844	303998	25539
1845	304161	25374
1846	304391	25214
1847	304589	25052
1848	304749	24887
1849	304866	24718
1850	304996	24551
1851	305158	24386
1852	305439	24230
1853	305660	24070
1854	305801	23903
1855	305949	23737
1856	306075	23569
1857	306229	23404
1858	306368	23237
1859	306500	23069
1860	306668	22905
1861	306817	22739
1862	306935	22571
1863	307068	22404
1864	307284	22243
1865	307512	22082
1866	307702	21919
1867	307920	21758
1868	308105	21595
1869	308298	21432
1870	308542	21273
1871	308736	21110
1872	308878	20943
1873	309009	20776
1874	309163	20610
1875	309322	20445
1876	309489	20280
1877	309616	20113
1878	309753	19946
1879	309894	19780
1880	310031	19613
1881	310198	19449
1882	310466	19290
1883	310691	19129
1884	310936	18969
1885	311152	18807
1886	311349	18644
1887	311559	18482
1888	311794	18321
1889	312020	18159
1890	312239	17997
1891	312429	17834
1892	312570	17667
1893	312733	17502
1894	312963	17341
1895	313223	17181
1896	313479	17020
1897	313667	16856
1898	313835	16691
1899	313998	16526
1900	314129	16359
1901	314267	16192
1902	314386	16024
1903	314533	15858
1904	314695	15693
1905	314946	15532
1906	315196	15371
1907	315385	15207
1908	315561	15042
1909	315710	14876
1910	315951	14714
1911	316201	14553
1912	316465	14392
1913	316733	14231
1914	316941	14067
1915	317132	13903
1916	317336	13739
1917	317654	13580
1918	317840	13415
1919	317987	13249
1920	318129	13082
1921	318326	12918
1922	318575	12756
1923	318805	12593
1924	319036	12429
1925	319248	12266
1926	319439	12101
1927	319629	11936
1928	319843	11772
1929	320030	11607
1930	320238	11442
1931	320449	11278
1932	320643	11113
1933	320836	10948
1934	321029	10783
1935	321222	10618
1936	321393	10453
1937	321581	10287
1938	321784	10123
1939	322033	9959
1940	322272	9796
1941	322427	9629
1942	322586	9463
1943	322773	9298
1944	323029	9134
1945	323358	8972
1946	323647	8810
1947	323856	8645
1948	324043	8479
1949	324230	8313
1950	324489	8149
1951	324774	7986
1952	324920	7819
1953	325079	7652
1954	325227	7486
1955	325464	7321
1956	325695	7156
1957	325874	6990
1958	326027	6823
1959	326175	6656
1960	326370	6490
1961	326519	6324
1962	326645	6156
1963	326761	5989
1964	326987	5824
1965	327220	5658
1966	327411	5492
1967	327552	5326
1968	327716	5159
1969	327873	4992
1970	328055	4826
1971	328222	4660
1972	328393	4493
1973	328571	4327
1974	328742	4161
1975	328928	3995
1976	329079	3828
1977	329253	3662
1978	329472	3496
1979	329707	3330
1980	329899	3164
1981	330086	2997
1982	330236	2831
1983	330424	2664
1984	330609	2498
1985	330762	2331
1986	330932	2165
1987	331106	1998
1988	331273	1832
1989	331431	1665
1990	331603	1498
1991	331767	1332
1992	331981	1166
1993	332236	999
1994	332435	833
1995	332648	666
1996	332823	499
1997	332997	333
1998	333158	166
1999	333345	0
